 3FA23623 1067595299
 38FA935F  955945823
 1C72DC38  477289528
 F4CF2F5F 4107218783
 FC110F5C 4228976476
 C75677AA 3344332714
 C802152F 3355579695
  D9155DA  227628506
 304AACD1  810200273
 9A73F337 2591290167
 989A7A43 2560260675
 C1483A50 3242736208
 268C922D  646746669
 582FA6BA 1479517882
 FD0CC411 4245472273
 44267B5E 1143372638
 E64AEEDE 3863670494
 BFFCE512 3221021970
 69B7263D 1773610557
 43DF2416 1138697238
 54C06FE4 1421897700
 4BB1636F 1269916527
 AA772159 2859934041
 692B9302 1764463362
 E6F6290F 3874892047
 EC59FAF1 3965319921
  453050B   72549643
 8E18C8C2 2383988930
 9AFC3045 2600218693
 C0F8369C 3237492380
 A6784B64 2792901476
 2B3BACA5  725331109
 241C69B2  605841842
 102B153E  271258942
 2AA0204A  715137098
 C4937AB0 3297999536
 4EDADA28 1322965544
 FC1A4165 4229579109
 5327669E 1395091102
 DEAA3938 3735697720
 7D45D251 2101727825
 DE57AC80 3730287744
 AFDC0E1A 2950434330
 630EEA2F 1661921839
 AC9709BE 2895579582
 8D4B2277 2370511479
 3BD93ACA 1004092106
 85EFF969 2247096681
 7DD7008B 2111242379
 C0F5F7EF 3237345263
 F354DBB7 4082424759
  D19A749  219785033
 9245AD51 2454039889
 DD1BBE7B 3709582971
 31CE56CA  835606218
 8FC36F3B 2411949883
 A307EAA6 2735205030
 2D16123C  756421180
 81A710E8 2175209704
 6FB0ECE0 1873865952
 A4A8ED5D 2762534237
 F81025EE 4161807854
 C7BDB7CC 3351099340
  ACBD297  181129879
 C2E69738 3269891896
 2E414667  776029799
 8436773B 2218161979
 B2EB0184 3001745796
 6F458090 1866825872
 7F2C9350 2133627728
  213F68E   34862734
 470B7A6D 1191934573
 B8E983BA 3102311354
 ADD68783 2916517763
 3C580A4A 1012402762
 8239E155 2184831317
 FDC2C299 4257399449
 ACD2D0B2 2899497138
 E39381D6 3818095062
 B4A5AD7E 3030756734
 4C6C3BDD 1282161629
 1908BF3A  420003642
 8AAA5FE5 2326421477
 A3674B65 2741455717
 4C2D0C3F 1278020671
 DF2BA5A5 3744179621
 1032FCF8  271777016
 9C8A9DA2 2626330018
 989F1B17 2560563991
 B62684E4 3055977700
 FC56810E 4233527566
 4937DC5D 1228397661
 D6502FBA 3595579322
 403FAD7E 1077915006
 8ECF04FA 2395931898
 6E622AF6 1851927286
 B3A12932 3013683506
 7735265B 1999971931
 B3397C02 3006888962
 3E92651E 1049781534
